,TCGA-A1-A0SK,TCGA-A1-A0SO,TCGA-A2-A04P,TCGA-A2-A04Q,TCGA-A2-A04T,TCGA-A2-A04U,TCGA-A2-A0CM,TCGA-A2-A0D0,TCGA-A2-A0D2,TCGA-A2-A0ST,TCGA-A2-A0SX,TCGA-A2-A0T0,TCGA-A2-A0T2,TCGA-A2-A0YE,TCGA-A2-A0YJ,TCGA-A2-A0YM,TCGA-A7-A0CE,TCGA-A7-A0DA,TCGA-A7-A13D,TCGA-A7-A13E,TCGA-A8-A07C,TCGA-A8-A07O,TCGA-A8-A07R,TCGA-A8-A07U,TCGA-A8-A08H,TCGA-A8-A08R,TCGA-AN-A04D,TCGA-AN-A0AL,TCGA-AN-A0AR,TCGA-AN-A0AT,TCGA-AN-A0FJ,TCGA-AN-A0FL,TCGA-AN-A0FX,TCGA-AN-A0G0,TCGA-AN-A0XU,TCGA-AO-A0J4,TCGA-AO-A0J6,TCGA-AO-A0JL,TCGA-AO-A124,TCGA-AO-A128,TCGA-AO-A129,TCGA-AO-A12F,TCGA-AQ-A04J,TCGA-AR-A0TP,TCGA-AR-A0TS,TCGA-AR-A0TU,TCGA-AR-A0U0,TCGA-AR-A0U4,TCGA-AR-A1AH,TCGA-AR-A1AI,TCGA-AR-A1AJ,TCGA-AR-A1AQ,TCGA-AR-A1AR,TCGA-AR-A1AY,TCGA-B6-A0I2,TCGA-B6-A0I6,TCGA-B6-A0IJ,TCGA-B6-A0IQ,TCGA-B6-A0RE,TCGA-B6-A0RT,TCGA-B6-A0RU,TCGA-B6-A0WX,TCGA-B6-A0X1,TCGA-BH-A0AV,TCGA-BH-A0B3,TCGA-BH-A0B9,TCGA-BH-A0BG,TCGA-BH-A0BL,TCGA-BH-A0BW,TCGA-BH-A0DL,TCGA-BH-A0E0,TCGA-BH-A0E6,TCGA-BH-A0RX,TCGA-BH-A0WA,TCGA-BH-A18G,TCGA-BH-A18K,TCGA-BH-A18Q,TCGA-BH-A18V,TCGA-BH-A1F0,TCGA-C8-A12K,TCGA-C8-A12V,TCGA-C8-A131,TCGA-C8-A134,TCGA-D8-A142,TCGA-D8-A143,TCGA-D8-A147,TCGA-E2-A14N,TCGA-E2-A14R,TCGA-E2-A14X,TCGA-E2-A14Y,TCGA-E2-A150,TCGA-E2-A158,TCGA-E2-A159,TCGA-E2-A1AZ,TCGA-E2-A1B5
HIF1A,-0.9238333333,-0.8656666667,0.08183333,-0.47033333333333294,-1.496333,-1.611167,-0.4891667,-0.24666666666666698,-0.2165,-0.862333333333333,-0.536,-0.9690000000000001,-0.7688333333,-0.539,-1.2933333332999999,-0.139,-0.8575,-1.101,-1.06716666666667,-1.46283333333333,-1.5715,-0.78,-1.00916666666667,-0.6175,0.123666666666667,-1.2795,-1.2253333333,0.5655,-1.7333333333,-1.567167,0.707666666666667,-0.9178333000000001,-0.7490000000000001,-0.3666666666666671,-0.003166667,-1.143666667,-0.0431666666666667,-0.72,-1.143667,0.17600000000000002,-1.277667,-0.4763333333,-0.38166669999999997,-1.7276666666666698,-0.8203333,-1.439,-0.132,0.6063333000000001,-1.6335,-0.623333333333333,-0.3705,-1.4983333333333302,-0.358,0.338666666666667,-1.7123333333333302,-0.575,-0.7768333333333329,-1.5241666666999998,-0.841666666666667,-0.8645,-0.763,-1.1485,-1.729,-1.03716666666667,-0.6835,-1.267333,-1.7158333333333302,-0.5635,-0.45,0.19899999999999998,-1.09966666666667,-1.03,-0.2025,-0.7518333,0.0873333333333333,-0.7965,-0.813833333333333,-0.966,-0.349666666666667,-1.198333,-0.805,0.1315,-0.958166666666667,-1.0090000000000001,0.3755,-1.073833,-0.922333333333333,-1.41816666666667,-1.367667,0.21633333329999999,-0.47666666666666707,-1.8259999999999998,-0.4245,-0.9,-2.0916669999999997
RELA,-0.0353333333,0.2136666667,0.5273333,0.4183333333333329,0.3006667,0.3891667,0.2641667,0.7181666666666671,0.6546666999999999,0.23683333333333303,0.5158333333333329,0.6343333333,0.24483333329999998,0.6156666999999999,0.5725,0.4305,-0.2765,0.191,0.5048333333333329,0.0843333333333333,0.46816670000000005,1.0785,0.4593333333333329,0.6461667,0.0941666666666667,-0.094,0.5145,1.02,0.3185,0.6723333,0.40866666666666707,0.6675,0.05416667,0.714666666666667,-0.3046667,0.5428333329999999,1.20566666666667,-0.28183333333333305,-0.0115,0.46799999999999997,0.3075,0.2766666667,0.3246667,0.319166666666667,0.46033329999999995,0.6056666667,0.349,1.0155,0.6138333333,0.977666666666667,0.5521666667,0.512,0.46799999999999997,0.23133333333333303,0.649333333333333,0.4508333333333329,0.953166666666667,0.23266666670000002,0.8503333333333329,0.3613333333333329,0.0036666666999999997,0.2855,0.8538333333,0.28266666666666695,0.6641667,0.6883333,0.729833333333333,0.01316667,0.622,0.2128333,0.315333333333333,0.1995,0.349,0.41033329999999996,0.708666666666667,0.581666666666667,0.40083333333333293,0.882166666666667,0.665,-0.182,0.0275,0.03733333,0.467,0.43483333329999996,-0.180333333333333,-0.14783329999999997,-0.1426,-0.27983333333333305,0.42066670000000006,0.36700000000000005,0.2125,0.05016667,0.325166666666667,0.5773333333,0.2493333
NOG,-1.1405,-1.0655,-1.535,-1.6555,-0.9695,-1.811,-1.705,-1.609,-1.7405,-1.689,-1.7109999999999999,-1.4805,-1.4775,-1.9755,-2.1335,-1.7269999999999999,-3.0625,-1.4835,-1.0205,-1.6045,-1.5975,-1.4055,-0.785,-1.1985,-2.1385,-1.7209999999999999,-2.224,-1.3955,-1.268,-1.1125,-1.8885,-1.761,-1.1655,-2.4905,-1.9025,-1.4175,-2.0315,-0.6735,-1.5645,-1.7125,-1.7469999999999999,-1.714,-2.046,-0.52,-1.2819999999999998,-1.3455,-2.194,-1.874,-2.0145,-2.4725,-1.9515,-1.96,-2.33,-1.0055,-2.0745,-1.3495,-1.1695,-1.4595,-1.645,-1.0225,0.20199999999999999,-1.6875,-2.102,-0.78,-1.482,-1.7255,-1.6095,-1.702,-1.8075,-1.7185,-1.4695,-1.228,-0.1985,-1.2945,-0.737,-1.4935,-1.1385,-0.545,-2.3345,-1.7845,-1.7075,-0.601,-1.857,-1.429,-1.7195,-2.437,-2.1175,-1.6765,-1.9625,-1.2895,-1.805,-1.73,-1.9395,-2.528,-1.208
ULK2,2.16575,1.455,0.45425,1.3090000000000002,0.9305,1.8345,1.23875,0.7855,2.033,0.92225,1.3259999999999998,1.60425,1.03775,1.8630000000000002,1.831,3.02925,2.146,1.38,0.9495,1.94275,1.42425,0.69325,1.23025,1.07775,2.2865,0.78725,1.8,0.2455,0.85475,1.3695,1.07075,-0.98875,1.706,0.63925,1.4675,0.78875,1.97875,2.589,1.094,0.48075,1.67925,1.185,0.677,1.0465,2.04,1.13475,0.892,1.24725,1.08575,-0.06325,1.74375,1.09,1.13475,1.85725,1.4965,2.24025,1.973,1.80975,0.9235,0.889,1.02225,3.32025,1.6805,1.2855,1.9385,0.24075,1.51325,1.5525,1.65725,0.2635,1.78025,1.52575,1.62725,0.9375,1.49475,0.39775,1.46025,0.276,1.0859999999999999,2.194,1.14725,0.73075,2.28275,1.5490000000000002,2.01175,1.61225,-0.08625,1.81675,1.925,2.2265,1.63825,1.84675,1.53975,1.1715,0.7825
WNT4,1.82625,0.351125,2.6710000000000003,2.112,3.51625,0.30725,2.12925,2.614125,2.614625,4.119125,1.839875,4.914625,4.382625,4.290375,2.79775,3.5580000000000003,0.607625,3.53175,3.951625,0.084625,-0.21625,2.3685,3.486875,2.324625,1.601125,1.7615,2.156875,1.576625,2.852875,3.62925,3.695625,1.0135,3.014,-0.0705,1.908375,2.059625,3.965125,2.829875,1.364875,1.50075,1.932125,2.486625,2.058375,2.514625,3.009875,1.845,1.56625,1.918875,0.815875,4.2385,2.536625,1.11825,3.207125,2.88025,0.305375,0.492125,3.226375,2.84075,3.929375,3.90525,1.7590000000000001,2.971625,2.427375,0.82075,2.588,3.47575,2.905875,2.686375,3.531375,3.649625,4.705625,3.179875,2.988375,1.982,3.8635,3.607125,0.67475,1.67025,3.747,1.6145,2.563,0.130375,2.4419999999999997,0.7235,0.90825,2.265625,3.75925,1.495125,1.885125,3.1975,1.020375,1.1955,0.316,1.856125,1.6345
WNT9B,0.044375,-0.10300000000000001,-0.0145,0.0605,0.26575,-0.161125,0.233875,-0.00762499999999999,0.076625,-0.069625,-0.18375,0.109875,0.044375,0.34425,0.102,0.159875,-0.385875,-0.212625,0.42757142857142894,0.299375,0.15525,0.27325,-0.07475,0.10575,0.27,0.01475,0.033,-0.36175,0.032375,0.157625,0.37525,-0.13875,0.0285,0.48775,0.053125,0.109625,-0.27325,-0.199428571428571,-0.015875,0.044125,-0.08775,-0.1315,-0.114875,0.314,0.1185,0.09325,0.177375,0.075,0.241125,-0.181125,0.013625,-0.08575,0.448375,0.178875,0.08175,0.082875,0.385875,0.115375,-0.22075,-0.233625,0.18775,-0.126375,0.07200000000000001,0.15125,0.08375,0.23800000000000002,0.082875,-0.027875,0.160375,-0.243125,0.242125,0.250125,0.011625,0.034125,0.1855,0.447,-0.467375,0.042375,-0.0105,0.073625,-0.1375,-0.088875,0.151,-0.014625,-0.065375,0.1685,0.4615,0.337625,0.236375,0.595125,0.231125,0.1795,-0.312625,0.015125,0.022125
SSBP1,-0.9525,-0.4718333333,-0.6725,-0.694166666666667,-0.6583333,0.0985,-0.3323333,0.135,0.929,-0.694333333333333,-1.5819999999999999,-0.048833333300000004,-0.2491666667,-0.1436667,-0.9179999999999999,-1.073833,0.012166666699999999,-0.544833333333333,0.0148333333333333,-0.242,-0.3865,-0.4908333333333329,0.24866666666666698,-0.3111667,-0.0733333333333333,-0.3133333,-0.3965,0.0761666666666667,-0.6001666667000001,0.15116670000000001,-0.740333333333333,-0.5778333000000001,-0.5676667,0.0526666666666667,0.03433333,-0.551166667,-0.317833333333333,-0.874166666666667,-0.46633329999999995,-0.3281666667,-0.09699999999999999,0.1913333333,-0.47816670000000006,-0.4475,-0.8783333000000001,0.30416666670000003,-0.4931667,-1.086833,0.0033333333,0.4461666666666671,0.48766666670000003,-0.40966666666666707,0.2775,0.205,-0.294833333333333,-0.737166666666667,-0.1695,0.8463333332999999,-0.156666666666667,-1.0275,-0.4278333333,-0.3275,1.3585,-1.3913333333333302,-0.6990000000000001,-0.2671667,-1.28033333333333,0.2206667,-1.17,-0.917,0.0801666666666667,0.38033333329999996,-0.3488333,-0.42516670000000006,-0.498,-1.04316666666667,-2.0673333333333304,0.29516666666666697,-0.117666666666667,-0.1121667,-0.288833333333333,-0.5875,0.4905,-0.7793333333,-0.4363333333333329,-0.078,0.820666666666667,-0.007666666666666671,-0.7916667,-0.278,-0.680833333333333,0.08883333,-0.047,0.1118333333,-0.3578333
CASP12,-0.45,0.251,0.3735,0.0785,0.581,0.3365,1.485,0.065,0.3525,0.541,1.4545,0.1345,-0.065,0.4575,0.9095,0.821,0.266,0.1505,2.305,0.6355,0.3955,-0.0045,0.215,0.5565,1.2770000000000001,0.401,-0.47600000000000003,0.1755,-0.1225,0.0485,0.5525,0.3875,-0.0465,0.9690000000000001,0.2685,0.369,0.0645,0.8625,0.114,0.3565,-0.0125,0.9605,0.49,-0.4815,1.5885,0.29,0.8735,-0.2115,0.6885,-0.49200000000000005,0.639,0.46,1.4635,-0.345,1.054,-0.893,0.5935,0.16399999999999998,-0.021,1.439,0.6609999999999999,0.509,0.107,-0.0175,-0.08900000000000001,0.4375,0.08,0.24100000000000002,2.3035,-0.016,-0.8975,0.5085,0.564,0.1135,0.2505,-0.32899999999999996,0.29,0.4515,1.6740000000000002,0.2715,1.5905,0.272,-0.2185,0.8695,0.259,0.2685,-0.195,-0.4605,1.173,0.6165,0.8415,0.9925,0.3675,0.9359999999999999,0.6920000000000001
NOTCH1,2.0531666666999997,-0.8755,-0.2578333,-0.24366666666666698,1.505667,0.6883333,1.449833,1.23683333333333,0.01533333,0.6725,2.33933333333333,0.9233333333,0.6629999999999999,-0.019,2.1208333333000002,1.275167,-0.3463333333,1.1025,0.949666666666667,2.4545,1.653,1.28666666666667,0.867,-0.1476667,0.125,1.406167,0.24783333329999999,0.5416666666666671,0.608,1.085167,0.196166666666667,0.94,-0.08733333,-0.4773333333333329,-0.2715,1.7325,0.0638333333333334,1.4113333333333302,0.9681666999999999,-0.1211666667,-0.41233329999999996,0.9890000000000001,0.3403333,0.012,0.9701666999999999,0.4603333333,-0.5318333000000001,0.1001667,-0.691,-0.965833333333333,1.4123333333,0.149833333333333,0.4915,-0.0158333333333333,-0.636,0.165166666666667,1.4409999999999998,0.8723333333,0.677333333333333,0.9415,1.0070000000000001,0.41033329999999996,-1.1785,0.9275,0.5701666999999999,-0.3421667,0.19633333333333303,0.20516669999999998,0.7646666666666658,0.861,0.742166666666667,0.6226666667,0.8306667,0.9351666999999999,1.28433333333333,-0.138666666666667,0.757166666666667,1.008,0.931333333333333,-0.3525,-0.5335,-0.6563333,-0.271,1.0076666667,0.107166666666667,0.5973333000000001,0.21066666666666697,-0.20733333333333304,1.245,0.3888333333,0.22783333333333303,-1.179833,-0.0168333333333333,0.0411666667,-0.7253333000000001
RBL1,-0.52075,0.201625,-1.594375,-1.109125,-0.853375,-0.63325,0.0705,1.019875,0.0955,-0.799375,-0.91325,-0.611375,-1.542875,-0.536375,-0.585875,-0.058875,-1.998125,-1.32975,-0.955625,1.2715,-0.626375,-0.254,-0.194625,-1.029625,-1.304625,-0.61625,-0.3705,-0.707875,-1.114625,1.337,-0.38525,-1.94375,-0.9059999999999999,-0.15025,0.405625,0.054000000000000006,-0.565625,-1.7455,-0.0615,-0.717875,-0.20925,-0.787125,-1.229875,-1.02625,-1.48825,-0.439375,0.01425,-0.612875,-1.042,0.319375,-0.636375,-0.099125,-1.11925,0.690375,-0.993875,-0.095375,0.211625,-0.9375,-0.387875,-0.9635,-0.4664285714,-1.472375,-1.263,-1.013,-2.23575,-1.330875,-1.026375,-0.84275,-0.036375,-0.994625,-1.096375,-0.96225,-0.551375,-0.51525,-1.899125,0.15175,-0.733,-0.324375,-0.977125,-0.46075,0.158125,-0.64225,-1.2665,-1.093,0.2965,-0.513625,-1.004,0.26925,-1.266125,0.616625,-0.76975,-1.31625,0.32975,-1.066875,0.077875
SYCP3,-0.032,-0.38975,0.51825,-0.107,0.13,-0.13725,0.21825,-0.13225,-0.16399999999999998,-0.10975,-0.664,-0.17025,-0.18825,-0.3325,-0.2965,-1.052,1.0725,-0.09699999999999999,-0.501,-0.29175,-0.47625,-0.17975,0.10075,0.20175,0.14225,-0.3055,-0.00825,1.453,-0.40375,-0.59025,-0.0615,-0.4145,0.33075,-0.436,-0.02875,-0.0845,-0.6920000000000001,-0.65525,-0.1175,-0.3,-0.1835,-0.31075,-0.57275,-0.21600000000000003,-0.805,-0.316,0.06325,0.23775,0.71525,-2.1455,-0.31775,-0.22175,0.11699999999999999,-1.05075,0.21475,-0.06525,-0.39799999999999996,-0.042,-0.25325,-0.45125,0.053,-0.09875,-0.057999999999999996,-0.64125,-0.2105,-0.1855,-0.32475,-0.402,-0.995,-0.42975,-2.0069999999999997,-0.5820000000000001,-0.33425,-0.1395,-1.111,-0.657,-0.07225,-0.1065,-0.504,0.36,0.20800000000000002,-0.38225,-0.013000000000000001,-0.43275,-0.23975,-0.6285,-0.6565,-0.34475,-0.50375,-0.214,-0.275,0.048,-0.14375,-0.597,-0.21775
PPP3CA,0.3866,0.3582,0.4087,1.4379,1.2716,0.8816,0.308,1.0617,0.7078,1.0123,-0.1083,0.645,0.985,1.2701,0.3355,0.5507,1.2763,-0.3314,0.9806,1.629,-0.042,1.0456,-0.4734,0.5896,1.5291,0.5155,1.2476,1.9811,0.1083,1.4254,0.9473,3.1898,1.6905,1.8204,0.5496,0.7488,1.2497,0.7772,0.4057,-0.1203,0.7749,1.98,1.2234,1.02,0.5723,0.3067,-0.953,0.4689,1.0245,0.7678,0.7077,-0.0324,0.7843,1.1861,0.7127,1.0135,1.3597,0.9886,0.0866,0.3042,0.6252,0.6603,0.5566,0.3396,0.7166,0.6184,1.1276,1.4307,2.051,1.9343,0.21100000000000002,0.7692,1.0346,0.8054,1.6233,0.1713,1.4875,0.4348,1.2908,0.3449,0.5379999999999999,1.8267,0.514,0.9382,0.484,-0.1757,0.368,1.246,0.9105,1.8493,1.1953,1.6624,-0.1362,1.5622,0.8403
DDB2,-1.50025,-0.889,-1.8845,-1.8145,-1.819,-1.6815,-1.52025,-1.683,-1.222,-1.06325,-1.021,-1.1835,-1.46025,-1.34025,-1.75675,-1.53175,-2.24175,-1.14,-2.39725,-1.7635,-1.62475,-2.1385,-1.091,-1.1345,-0.898,-1.65775,-1.80175,-1.41425,-1.69875,-1.27025,-1.76075,-2.3455,-1.22875,-2.42,-1.22125,-1.4125,-1.64575,-2.582,0.23525,-1.5355,-1.4409999999999998,-2.4175,-1.2409999999999999,-1.443,-0.89525,-1.7035,-1.33775,-1.99525,-2.41925,-2.11325,-1.088,-1.01875,-1.8205,-1.74725,-0.9375,-0.5455,-1.1795,-2.28975,-2.43225,-0.58225,-0.80475,-2.14525,-1.511,-0.64775,-1.10775,-1.57725,-1.04375,-1.71675,-1.30225,-1.939,-2.88325,-2.13225,-1.9805,-1.2819999999999998,-1.2245,-2.6055,-0.6425,-1.456,-0.8740000000000001,-1.8055,-1.4055,-1.7755,-1.76625,-1.45575,-1.43325,-1.1745,-2.0805,-1.5555,-2.147,-1.49975,-1.90975,-2.67275,-1.943,-1.505,-1.02675
RHEB,0.6068,-1.9663,-0.5213,-0.0683,0.4142,0.066,0.2938,1.2725,0.8044,0.1147,0.1192,-0.0189,0.1122,0.0693,0.4288,-0.3225,0.3572,0.6803,0.6576,0.5,-0.3141,0.5194,0.7477,0.3698,-0.0663,1.3207,0.1348,0.1079,0.3832,-0.5454,0.6532,-0.013000000000000001,0.0581,0.3373,0.1383,0.3537,0.3971,-0.1036,-0.0987,0.3258,0.2598,0.5833,-0.6632,1.0142,-0.2524,0.4506,0.1354,-0.3629,0.3955,0.851,0.752,0.2217,0.8817,1.942,0.4581,-0.2517,0.3411,0.2663,0.3086,0.3772,0.0203,-0.0629,1.3612,-0.4905,0.2775,0.3614,-0.3046,0.8544,-0.1517,-0.4249,0.8249,0.6416,0.0506,0.2629,0.1712,-0.3663,-0.8047,0.4383,0.5425,0.6362,-0.2302,-0.1512,1.4036,-0.2947,-0.5123,0.066,-0.0737,0.7652,-0.0895,0.5613,1.1302,0.8947,0.5043,0.4972,-0.2889
LTBP1,-1.9505,-1.3615,0.408,0.228,-0.55,-1.3385,-1.0635,-0.5225,-0.7235,-0.754,-0.7705,-1.0655,2.18,0.5429999999999999,0.5485,-0.5955,-1.54,0.013000000000000001,-0.2015,0.109,-0.7645,-1.5355,-2.0525,-1.071,-0.405,-0.5035,1.6540000000000001,0.4875,-0.7975,-2.1135,2.0555,-1.1865,0.6355,-1.0395,-0.214,-1.063,-0.765,2.1935,0.47600000000000003,-0.8365,-0.0815,-0.6855,0.1155,-0.235,-1.453,-1.2890000000000001,-2.135,0.0325,-2.0355,0.005,-1.5030000000000001,-0.7340000000000001,-0.594,0.1905,0.204,-0.8375,-0.5865,-1.8945,-1.159,-1.05,0.1965,2.7245,-1.6205,0.3635,-0.769,-1.4185,-1.0605,-0.1815,-0.48200000000000004,-1.6740000000000002,-0.217,-1.7775,1.5535,-0.2625,-0.6835,-1.182,-2.0855,-2.004,0.2275,-0.3125,-0.0465,0.5615,-1.248,1.3695,0.1825,0.4935,-1.0885,-1.0595,-1.6130000000000002,-0.9815,1.1265,-0.327,0.1515,-1.0515,-2.07
TRAF2,-0.364,-0.7351666667,0.1443333,0.3941666666666671,0.3778333,-0.05633333,-0.175,0.583666666666667,0.0285,0.137833333333333,-0.0493333333333333,-0.78,-0.4586666667,-0.8775,-0.1043333333,0.6681666999999999,-0.1436666667,-0.47566666666666707,0.40233333333333293,0.807,0.7170000000000001,0.426,0.124,0.23033330000000002,-0.607833333333333,-0.2016667,-0.5263333333,0.09300000000000001,0.0296666667,0.45683329999999994,-2.153,-0.182,-0.6046667,-0.5985,-0.7301667,-0.274833333,0.22283333333333302,0.4425,-0.8276667,0.9835,0.9155,-0.10099999999999999,-0.4343333,-1.33433333333333,-0.036000000000000004,-0.0228333333,-0.2481667,0.2115,-0.7415,-0.0161666666666667,0.7111666667000001,0.3515,0.10616666666666699,0.1005,0.5193333333333329,-0.2705,1.06266666666667,0.16866666670000002,-0.18216666666666698,0.0621666666666667,-0.5136666667,-0.5738333000000001,0.5371666667,-0.28800000000000003,0.161,0.08683333,0.28283333333333305,-0.37799999999999995,0.3716666666666671,0.48566670000000006,-0.00316666666666667,-0.2025,-0.2143333,-0.45966670000000004,0.28766666666666696,-0.19,0.0336666666666667,0.6875,0.3873333333333329,-0.7025,-0.5341666666666671,0.105,-0.0143333333333333,-0.49533333329999996,-0.5945,0.45066670000000003,0.3923333333333329,-0.559666666666667,-0.71,0.9828333333,-0.2395,-0.6556666999999999,-0.5091666666666671,0.0386666667,0.721
BMP6,-2.6189999999999998,-3.45875,0.19475,-1.9075,-2.47175,-2.748,1.801,-2.94125,-2.342,-0.753,-1.1079999999999999,-1.8655,-3.5410000000000004,-2.22625,0.24725,1.51875,0.899,-3.5639999999999996,-2.65825,0.7625,-2.45625,-3.23625,-1.95675,-0.659,-0.8270000000000001,2.54475,-1.66975,-2.1590000000000003,-3.53675,-0.00775,-2.93475,-3.06425,-2.2785,-3.715,-2.24825,1.0815,-3.07625,-2.248,-2.9855,-2.90525,-2.18525,-1.9615,-2.016,-3.2915,-0.0635,-3.218,-1.80775,-2.51375,-2.9895,-1.62925,-1.3575,-1.1385,-2.24725,-1.71775,-1.57875,-3.1069999999999998,-1.52575,-2.3685,-1.52275,-1.18275,-1.64975,0.86375,-3.7115,-2.801,-2.39275,-3.556,-1.632,-1.4669999999999999,-1.37475,-1.24425,-3.3289999999999997,-1.1335,-1.37525,-0.86825,-3.38225,-3.6445,-3.451,1.6675,-0.257,-2.41925,-1.6019999999999999,-3.28775,-2.85775,-1.315,-2.0025,-2.58525,-4.08975,0.5805,1.251,0.38275,-3.0415,0.19675,-1.8195,-2.00875,-2.80425
RAD54B,1.082,0.75675,-1.08525,-0.10925,-0.66825,-0.49,-0.63125,-0.48225,0.23600000000000002,-1.40125,-0.77,-0.61325,-0.6605,-0.15075,-0.6905,0.31525,-0.45725,-0.98175,0.08900000000000001,0.585,0.76125,0.5495,0.31475,-0.61375,-1.001,0.01225,-0.08,-0.85325,-0.3165,0.046,0.35600000000000004,-1.64325,-0.34725,0.46325,-0.26125,0.036000000000000004,-0.36725,0.9329999999999999,-0.3625,-0.6785,-0.47025,-0.05975,-0.43125,-0.22075,0.2045,-0.1725,-0.83975,-0.19675,0.32375,0.18025,-0.2465,-0.491,0.04075,1.57025,-0.65025,0.057,0.1445,0.267,-0.12225,-0.0037499999999999795,-0.5095,-0.47575,-0.8109999999999999,-0.39775,-0.16225,-0.55225,-0.996,-0.39425,-0.5695,-0.79725,-1.2415,-0.79425,-0.067,-0.1825,-1.311,0.15375,0.74875,-0.36525,-0.72325,0.1865,-0.14725,-0.09925,0.9265,-0.1535,-0.7315,0.04575,0.21075,0.01725,0.5165,0.17475,-0.41225,0.5,-0.885,-0.22825,-0.22925
WNT5A,-2.5954,-1.9428,-0.9333,-1.7619,-2.6138,-1.9766,-3.2744,-1.3213,-2.0549,-1.1325,-3.0876,-0.1381,-1.1184,-2.4072,-0.8642,-1.749,-2.9760000000000004,-1.2543,-0.9945,-3.181,-2.9913,1.8462,-2.0143,-2.2619,-1.2579,-3.0339,-2.3741,-1.1694,-2.9782,-1.4226,-0.6997,-0.5724,-1.1771,-2.1114,-2.9137,-1.7978,-0.6534,-1.6167,-0.8617,-4.0818,-1.8241,-1.7101,-1.6457,-1.9732,-2.7272,-2.6531,-2.0580000000000003,-1.0125,-2.8524,-0.7084,-0.0977,-2.9538,-3.2497,-0.486,-2.5361,-2.1723,0.0963,-2.0797,-1.0368,-2.1813,0.8376,-1.4109,-0.8763,-0.703,-1.3473,-3.0897,-1.4664,-1.4182,-0.3848,-0.7348,-1.665,-2.0155,1.0666,-1.8525,-0.1034,-3.1769,-3.9010000000000002,-1.7282,-0.4552,-2.3679,-0.6751,-1.0379,-3.9447,-1.1701,-2.2839,-2.9732,-1.4881,-3.2176,-3.7027,0.2054,-3.097,-4.6444,-1.6089,-1.6236,-3.736
CCND1,-3.6311666667,-4.0770833333,-2.799583,-0.4600833333333329,-2.5435830000000004,-1.102417,-0.332,-0.770083333333333,-1.30275,-0.79825,0.575083333333333,-1.1001666667,-1.8530833333,-0.09183333,-1.7290833333000002,-1.9338330000000001,-2.8011666667000004,1.08358333333333,-1.08408333333333,0.78475,-3.069083,-2.23675,-2.42125,-1.2035,-1.37125,1.010083,-3.5123333333,-0.23008333333333303,0.4539166667,0.5725833,-1.43675,-0.9613333000000001,-1.86775,-0.7888333333333329,-2.007917,0.07575,-0.514583333333333,-2.22441666666667,-3.5839999999999996,-0.8680833333,-0.81625,0.7581666667,-1.43775,-2.98091666666667,-2.45675,-2.1210833333,0.1705833,-0.2915833,-1.0196666667,-3.1615,0.5768333333,-1.04091666666667,0.4189166666666671,-0.72325,1.27166666666667,-2.70775,-0.143583333333333,0.2045,0.51725,-2.10466666666667,-1.74675,-0.3340833,0.7985,-1.22508333333333,-0.6039167,-0.9068333000000001,0.3716666666666671,-1.2915,-1.08183333333333,0.6793333,-2.94041666666667,-1.53925,-1.6765,-0.03141667,0.60625,0.631333333333333,-2.22316666666667,0.831583333333333,-1.50608333333333,-1.95125,-1.7589166666666698,0.05333333,-2.53566666666667,-1.30225,-3.2411666666666696,-2.679,-1.4483333333333301,-2.3619166666666698,-2.991,-0.1288333333,0.961,-3.3845,-2.2339166666666697,-2.3801666666999997,0.853
PRKACB,0.0122142857,0.3155714286,0.4951429,0.959857142857143,-0.6040714,-0.0235,-0.4312857,-0.693857142857143,0.7363571,1.3157857142857101,0.9062142857142859,-0.8805714286,-0.8723571429000001,-0.3167143,-0.7378571429,-1.137286,-0.9256428570999999,-0.6602857142857139,-1.3305,-0.575571428571429,-0.1635,-0.8102857142857142,-1.07914285714286,0.047,0.568214285714286,-0.5417143,0.2561428571,0.8469285714285709,0.5121428571,-0.3097857,0.9149285714285721,1.227643,-0.02735714,0.291071428571429,-0.6137143,-0.450714286,0.502428571428571,-0.9727142857142859,-0.4339286,0.7551428571,-0.28614290000000003,0.3542857143,0.1466429,-0.48485714285714293,0.7982857,-0.0862142857,0.10935710000000001,-0.5063571,1.2630714286,1.23457142857143,0.28464285710000004,0.5493571428571429,1.02385714285714,-0.16428571428571398,-0.4166428571428571,-0.616428571428571,0.0105714285714286,-0.6047857142999999,-0.0176428571428571,1.3555,-0.1597142857,0.8566429,-1.1006428571,-0.305,0.0435,-0.23621430000000002,0.0539285714285714,0.2562857,0.7998571428571429,0.15778570000000003,0.33299999999999996,-0.584,0.4246429,-0.7833571,-0.7910714285714291,-0.7405714285714291,-1.08864285714286,-0.0961428571428571,0.858,0.08092857,1.3775714285714298,1.102714,-0.416571428571429,0.4122142857,0.659714285714286,-0.04507143,-0.7102142857142858,-0.237,0.08721429,-1.8394285713999998,0.2685,-0.9283571,0.891142857142857,0.1747857143,0.28957140000000003
