,TCGA-A2-A04W,TCGA-A2-A04X,TCGA-A2-A0CL,TCGA-A2-A0CX,TCGA-A2-A0CY,TCGA-A2-A0D1,TCGA-A2-A0EQ,TCGA-A2-A0T1,TCGA-A8-A075,TCGA-A8-A076,TCGA-A8-A07B,TCGA-A8-A07I,TCGA-A8-A081,TCGA-A8-A08B,TCGA-A8-A08J,TCGA-A8-A08L,TCGA-A8-A08X,TCGA-A8-A092,TCGA-A8-A094,TCGA-A8-A09G,TCGA-A8-A09X,TCGA-A8-A0A7,TCGA-AN-A04C,TCGA-AN-A0FV,TCGA-AO-A03L,TCGA-AO-A03N,TCGA-AO-A0J2,TCGA-AO-A0JE,TCGA-AO-A12D,TCGA-AR-A0TX,TCGA-AR-A1AT,TCGA-B6-A0I9,TCGA-B6-A0IK,TCGA-B6-A0RH,TCGA-B6-A0RS,TCGA-BH-A0AW,TCGA-BH-A0B7,TCGA-BH-A0DZ,TCGA-BH-A0EE,TCGA-BH-A0HY,TCGA-BH-A18P,TCGA-BH-A18R,TCGA-BH-A1EV,TCGA-C8-A12L,TCGA-C8-A12P,TCGA-C8-A12Q,TCGA-C8-A12T,TCGA-C8-A12Z,TCGA-C8-A130,TCGA-C8-A135,TCGA-C8-A137,TCGA-C8-A138,TCGA-C8-A1HF,TCGA-D8-A13Z,TCGA-E2-A14P,TCGA-E2-A14V,TCGA-E2-A152,TCGA-E2-A1B0
ATR,0.0244166666666667,-0.1815,1.867833,0.4401666666666671,-0.5838333,-0.15508329999999998,-0.1703333,-0.2835,-0.051,-0.0743333333333333,-0.4213333333,0.0145833333333333,0.2935,0.083,-0.104083333333333,0.321083333333333,0.0580833333333333,0.20625,-0.8639167,-0.13525,0.4550833333333329,-0.40375,-0.1795,0.16116670000000002,-0.92075,-0.6189167,0.17516666670000003,-0.1715833,0.7929999999999999,-0.53825,-0.14300000000000002,0.41366666666666707,0.21708333333333302,-0.35200000000000004,-0.3230833,-0.4485,-0.4845833333333329,-0.7785833000000001,0.16883333333333303,-0.09516667,-0.3793333,0.1870833333,0.09175,0.144166666666667,-0.5061666666666671,-0.24075,-0.52475,-0.108083333333333,-0.07775,-0.8533333332999999,0.0285,-0.26899999999999996,0.130916666666667,-0.4993333333333329,-1.6375,0.002,-0.6275833333333329,0.1
SHH,-0.20199999999999999,-0.2165,-0.524,-0.3345,0.081,-0.149,-0.436,0.4515,0.4775,-0.41,0.006999999999999999,-0.2795,-0.057999999999999996,-0.1605,-0.583,-0.272,-0.222,0.1015,0.461,0.015,-0.866,-0.4235,0.4895,0.3225,-0.39,-0.11699999999999999,-0.7495,-0.223,0.2765,-0.1375,0.777,-0.9129999999999999,-0.491,0.8315,0.045,0.5175,0.08900000000000001,0.039,-0.0325,-0.5935,-0.21899999999999997,-0.086,-0.599,-0.035,0.0585,-0.1675,-0.2895,0.37799999999999995,-0.122,0.3085,0.6585,0.43200000000000005,-0.32899999999999996,-0.069,0.3085,-0.4765,-0.3305,-0.08800000000000001
NCSTN,-0.113,0.775,0.254,1.367,0.7945,0.6425,0.069,1.136,0.431,1.011,0.3675,1.4680000000000002,1.0265,0.7625,0.6065,0.972,0.287,1.125,0.7685,1.4725,0.4635,0.3285,0.5745,0.6975,0.768,2.2925,0.4325,1.1925,1.2385,0.597,1.5125,1.3175,0.5760000000000001,1.1055,0.8315,1.0165,0.529,0.718,1.368,1.2505,0.6515,0.3145,2.1185,0.6195,1.0545,0.958,-0.499,1.49,1.2745,0.434,0.021,0.9159999999999999,0.753,1.4269999999999998,-0.133,1.272,1.173,1.3315
VEGFA,-0.8166315789473679,0.0788421052631579,-1.258526,0.422894736842105,1.645368,1.009684,-0.9250526,-0.4246316,0.6510526315999999,-1.6558947368421102,-0.029421052599999997,-0.8214736842105259,-1.70694736842105,-0.32626320000000003,-0.7794736842105259,-0.0902631578947368,0.646421052631579,-1.3861052631578898,0.1818421,-0.7374210526315791,-0.29068421052631604,-1.7985259999999998,-0.25278947368421106,-0.05,-1.3975789473684201,0.9989474,1.0372631579,-0.2604211,-0.4433684210526311,-1.6170526316,-0.6361053000000001,-0.79378947368421,-0.175631578947368,0.16015789473684197,0.20815789999999998,-0.5507368,-1.3621578947368402,0.4660526,0.786631578947368,-0.3475263,-0.22336839999999997,-1.6408421053,-0.8158947368421049,1.4568947368421101,-1.29389473684211,-0.5460526,-0.29142105263157897,-0.0672631578947368,-0.3080526316,-0.2075789474,0.5698421053,-1.0977894737,-1.37652631578947,-0.45557894736842103,-0.7366315789,-0.638684210526316,0.9428421052631579,0.808052631578947
MUS81,-0.978416666666667,-0.710833333333333,0.0010833330000000001,-1.4419166666666698,-0.6661667,-0.42058329999999994,-0.83075,-0.8770833,-0.20733333329999998,-0.7554166666666671,-1.248,-0.51225,-0.25575,-0.1134167,-0.585083333333333,-0.49225,-0.725583333333333,-0.698,-0.41833329999999996,-0.649333333333333,-0.76525,-0.7478333,-0.63975,-1.260333,-0.29258333333333303,-0.8939166999999999,-0.7539166667,-0.9015833000000001,-0.955,-0.9735,-0.65925,-1.2893333333333301,-1.26325,-0.508,-0.59525,-1.2725,-1.10683333333333,-0.8626666999999999,-0.17258333333333303,-0.20525,-0.9664166999999999,-0.58775,-0.863583333333333,-0.277416666666667,-0.773,-1.1830829999999999,-0.4568333333333329,-0.765583333333333,0.11900000000000001,0.0795,-0.7875833333,-0.243,-0.917333333333333,-0.96175,-0.5749166667,-0.738666666666667,-0.3709166666666671,-0.705666666666667
GSK3B,0.627166666666667,0.3606666666666671,0.19899999999999998,0.740333333333333,0.5156667,-0.4076667,0.5143333,0.8859999999999999,0.6809999999999999,0.6575,1.0441666667,-0.009000000000000001,-0.0201666666666667,0.7053333,0.313,0.331166666666667,0.7908333333333329,0.17816666666666697,-0.3003333,0.5760000000000001,0.633833333333333,0.1261667,0.749666666666667,0.7556666999999999,-0.4355,0.01416667,0.18533333329999999,0.6146666999999999,0.4,0.2751666667,-0.415,0.6033333333333329,1.25316666666667,0.4415,0.6498333000000001,0.3511667,0.761333333333333,0.21066669999999998,0.896166666666667,0.9586667,-0.6295,0.9393333333,0.894666666666667,0.18716666666666698,1.16933333333333,0.595,0.1745,0.881833333333333,0.8748333333,1.1326666667,0.9823333333,0.606,-0.2475,0.886833333333333,0.9786666667,0.28233333333333305,-0.0773333333333333,0.534
TP53I3,-0.1845,-0.292375,0.276,-0.59625,0.8170000000000001,1.10025,0.19725,0.345625,0.203625,0.35100000000000003,-0.10400000000000001,0.57325,-0.54075,-0.9725,-0.22475,-0.71625,0.090125,-0.19475,-0.2885,-0.97425,-0.838625,-0.219125,1.0415,0.341875,-0.242875,-0.583,-0.533375,1.16925,-0.217625,-0.79325,0.113875,-0.567875,0.58325,-0.305875,0.255625,1.014125,0.2335,0.30475,-0.07325,0.3315,0.300625,-0.610875,-0.233875,1.091625,1.361125,1.031875,0.4265,-0.552,-0.234375,-0.28925,0.152125,0.179625,0.5005,1.412125,0.108375,-0.17575,-0.174,-0.15475
BRCA2,-0.43675,-0.049,0.217,-0.02325,-0.9485,-0.8145,0.29075,-0.35025,0.11525,-0.748,-1.8595,-0.60725,-0.57025,0.03875,-0.73175,-1.794,0.43700000000000006,-0.63175,-0.0405,-1.3765,-0.43700000000000006,-1.66125,0.00524999999999999,-0.5770000000000001,-0.5215,0.27575,0.551,-0.535,-1.0695,-0.52125,-1.5975,0.552,-0.578,0.55625,0.53775,-1.00025,-0.78625,-0.2435,1.62725,0.0235,-1.2590000000000001,0.32175,0.48025,-0.863,-0.341,-0.1915,-0.1795,-0.7565,0.031,-0.6335,0.0635,0.9925,0.596,-0.21325,-0.1445,-0.43225,-2.44925,-0.8170000000000001
IRAK2,-0.2785,-0.14400000000000002,-0.10075,-0.12125,-0.24600000000000002,-0.98925,-0.4745,-0.1905,-0.152,-0.72,-0.87575,-0.4585,-0.644,-0.546,-0.59825,-0.61425,0.14300000000000002,-0.48325,-0.0535,-0.457,-0.65875,0.0555,-0.5645,-0.2125,-0.9055,-0.16075,-0.593,-0.1685,-0.4305,-0.43625,-0.13275,-0.68675,-0.49200000000000005,-0.636,0.035,-0.5495,-0.30375,-0.16525,-0.616,-0.82875,-0.7075,-0.0975,-1.0335,0.0315,-0.19075,-0.66675,-0.75375,-0.06375,-0.89,-0.228,-0.44299999999999995,-0.083,-0.42700000000000005,-0.60725,-0.153,-1.8630000000000002,-0.1425,0.49075
CAPN2,1.9231666666666698,0.805833333333333,-0.273,0.28616666666666696,0.3996667,-0.2923333,-1.66,0.7245,1.2621666667,0.3435,0.0698333333,1.01233333333333,-1.44816666666667,1.125167,-1.11916666666667,0.604333333333333,1.49933333333333,-0.0745,0.6286666999999999,0.350666666666667,-0.23,0.8513333000000001,-0.718666666666667,0.16466670000000003,0.252833333333333,0.4785,1.4525,0.6013333000000001,4.3576666666666695,0.1673333333,-0.2335,0.8735,1.5523333333333302,-0.27399999999999997,1.672,-0.5498333000000001,1.91616666666667,0.192,1.12116666666667,0.276,1.0,-1.093,1.14883333333333,1.859,1.08783333333333,0.5453333,0.4353333333333329,1.6371666666666698,-0.7366666667,0.785,0.45,0.40700000000000003,-0.33799999999999997,1.27666666666667,-0.3903333333,-0.083,0.8411666666666671,2.1721666666666697
ID2,0.33675,-0.20775,1.6295,0.5095,0.5555,1.27825,1.78,0.7240000000000001,-0.136,0.2685,0.9465,0.98525,0.42575,0.07575,0.73075,1.7205,0.8079999999999999,-1.10975,0.76125,1.119,0.248,0.24925,1.47475,1.11125,1.04225,0.574,0.93125,0.78425,-0.16425,2.03575,0.64175,0.53675,0.013999999999999999,0.46875,0.71775,1.975,1.14925,0.93825,0.51625,0.7405,0.8370000000000001,0.607,-0.1685,0.21600000000000003,-0.02425,1.1425,0.38325,0.41875,0.64325,0.59975,1.558,0.0015,1.6515,1.49325,1.11075,0.36725,1.7269999999999999,0.24925
CDK2,-1.9509999999999998,-1.454125,-1.6985,-1.484375,-1.671625,-1.74275,-1.31075,-1.50125,-1.787625,-1.8725,-1.233125,-1.79075,-0.8045,-1.42275,-1.1785,-0.777125,-2.33975,-0.858,-1.975625,-2.040125,-2.00275,-2.35725,-1.521875,-2.23875,-1.12225,-0.504,-0.363625,-1.00325,-1.44825,-0.71675,-1.435625,-1.3805,-1.1909999999999998,-1.636875,-0.8595,-1.41075,-2.291375,-1.258875,-1.737125,-0.515875,-2.699125,-1.131875,-0.26075,-1.683625,-1.030875,-1.994,-0.850375,-1.35275,-1.51525,-1.23025,-3.03,-1.6980000000000002,-0.146875,-0.069125,-1.462375,-0.91975,-2.36925,-2.11375
NFKBIA,0.89625,1.45325,1.24375,1.238,2.177,1.27925,1.3869999999999998,1.2125,0.44975,0.44575,0.643,0.94,1.08475,1.12275,0.622,1.1925,1.20925,1.04875,0.90775,1.246,0.90575,1.254,0.496,0.80425,0.74325,2.05725,1.68325,1.44325,1.52425,1.0979999999999999,1.56975,1.30225,0.605,1.166,1.0755,1.14475,1.33325,0.79025,1.925,0.8415,0.67625,1.33925,0.44725,1.4735,0.586,1.10925,0.74625,0.59175,0.986,0.878,-0.858,1.663,0.7015,2.42325,1.8115,0.2865,0.68425,0.83075
AKT3,-0.564,-0.815666666666667,0.674,-0.572333333333333,-0.32166669999999997,-1.0155,-0.6126666999999999,0.1706667,-0.6423333333,-0.7746,-1.0748333333,-0.5058333333333329,-1.6206666666666698,-1.43,-0.549833333333333,-0.9056666666666671,0.11900000000000001,-1.2819999999999998,-0.5158332999999999,-1.3090000000000002,-0.4261666666666671,0.1183333,-1.2135,-0.3268333,-0.803666666666667,0.11716669999999998,-1.5253333333,-0.5579999999999999,-0.7240000000000001,-0.7776666667000001,-0.1653333,-0.9108333333333329,-0.684333333333333,-0.941666666666667,-0.45233329999999994,-0.6768333000000001,-0.0826666666666667,-0.07916667,-1.22533333333333,-1.083667,-0.4,-0.9678333333,-1.4140000000000001,0.23600000000000002,-1.301,0.3921667,0.0568333333333333,-1.29733333333333,-1.1855,-0.3556666667,-0.44133333329999996,-0.1218333333,-0.922,-1.05766666666667,-0.8138333333,-0.444,0.3375,-0.155166666666667
TGFB2,2.023625,-1.08725,-0.7170000000000001,-0.866125,-1.625875,-1.649625,-1.2275,0.60175,1.213875,-0.130125,0.268375,0.012875,-0.79875,0.552375,-1.097375,-1.335125,3.038125,-1.054875,-0.235375,-2.364375,-0.938375,1.035625,-0.552375,-1.005625,0.13225,0.900375,2.27175,1.868875,1.645625,-1.234,-1.009125,-1.269625,-1.62,1.6269999999999998,3.5255,-1.61025,1.1095,0.42100000000000004,1.247125,0.75225,-0.30525,-0.974125,0.985625,2.0625,1.867,-0.087625,1.377375,2.607375,-0.299125,2.302875,-0.9685,0.20575,-0.683125,1.427875,1.11525,1.351375,-0.548875,3.73475
CSNK1A1L,-0.27766666666666695,1.057,0.6809999999999999,0.5183333333333329,0.6456666999999999,0.3215,-0.05916667,0.8193333,1.37,0.829333333333333,0.8485,1.22066666666667,0.0806666666666667,0.8766666999999999,0.29716666666666697,1.1825,0.23116666666666696,0.4896666666666671,0.46666670000000005,0.8125,0.740833333333333,0.1655,0.3536666666666671,0.61,0.794333333333333,0.7105,0.4915,0.3011667,-0.108166666666667,0.9766666667,0.0805,0.677666666666667,0.891166666666667,0.1515,0.243,0.2163333,0.7151666666666671,0.8898333,0.938666666666667,0.3696667,1.404833,0.7861666667,0.18583333333333302,0.4191666666666671,-0.0455,1.473833,0.807166666666667,-0.11233333333333301,-0.6018333333,0.1333333333,1.1426666667,0.2898333333,-0.618166666666667,-0.316666666666667,0.7338333333,0.702166666666667,1.355,-0.20333333333333303
CCNB3,-0.2905,1.172,-0.32575,0.314,-0.01275,-1.21875,1.13125,-0.06925,1.3615,1.006,1.399,0.62275,0.91625,-0.26525,0.68875,0.24825,0.39,0.93575,2.08275,0.50025,-0.97525,1.0376670000000001,-0.02775,-0.20425,0.37325,0.33299999999999996,4.16775,-0.299,0.3025,-0.35725,0.7875,-1.1785,-0.9745,0.28575,0.7735,0.11725,1.3265,0.37325,0.62575,0.81225,1.71525,0.91125,2.31175,1.777,0.77875,-0.532,1.1905,1.848,1.4965,0.204,0.593,-0.40925,0.58625,1.6325,1.8885,-0.252,-0.9285,-0.70525
PITX2,-0.1485,-2.17525,-2.81925,-0.3925,-1.811,-2.0465,-2.3225,-1.56225,-2.1375,-1.599,-0.7609999999999999,-2.086,-3.99725,-3.20425,-1.436,-2.12275,-2.7939999999999996,0.03975,1.2025,-1.77025,-1.38275,-1.42125,-3.22475,-0.33575,-2.1,-0.03425,-2.293,-0.0185,-0.953,-3.13625,-3.4255,-2.6495,-0.3255,0.38875,-2.27425,-2.4219999999999997,-2.32375,0.27275,-1.41925,-1.21125,-0.31725,-2.38325,-0.43575,0.45,-0.043,-1.64825,-0.365,-0.11725,-1.56375,-0.2945,-0.98875,-2.75975,0.5915,-1.98125,-4.099,-1.52025,-1.01475,-1.73375
CSNK1G2,-0.0991666666666667,0.10266666666666699,-0.1410833,0.19916666666666696,0.6198333,0.9806666999999999,0.5383333,-0.11791669999999999,-0.43733333329999996,0.0175833333333333,0.0094166667,-0.25358333333333305,-0.147583333333333,-0.12408330000000001,-0.0949166666666667,0.324083333333333,-0.23941666666666697,-0.592583333333333,0.28600000000000003,-0.251833333333333,-0.22683333333333303,0.15958329999999998,0.22558333333333302,-0.03083333,-0.0713333333333333,0.5483333,-0.011333333300000002,-0.2820833,-1.68575,-0.4925833333,0.2749167,0.19275,0.666333333333333,0.4759166666666671,-0.47891670000000003,0.2878333,-0.0935833333333334,-0.05658333,0.327,-0.019,-0.009000000000000001,-0.3705,-0.4931666666666671,-0.736083333333333,-0.364,-0.48833329999999997,-0.5294166666666671,-0.809,-0.0433333333,-0.109,-0.0945833333,0.36025,0.109666666666667,0.0641666666666667,0.87025,0.0485833333333333,0.19208333333333302,0.0241666666666667
TGFBR1,0.18100000000000002,0.5267,0.2702,1.298,-0.1955,0.3425,0.6358,1.0345,1.2974,1.24,1.6987,1.0524,3.3194,1.3903,1.1963,1.5419999999999998,0.8497,1.629,0.9354,0.8693,1.3989,1.2586,0.7804,1.2984,0.1471,-0.4033,0.6403,2.8648,0.3374,1.0541,0.9843,0.5986,0.8281,0.2786,0.6108,0.6574,1.3135,1.0602,0.6597,1.6545,0.8677,-0.0419,1.7106,1.4147,1.6533,1.9765,-0.2238,1.1729,0.4747,2.4005,0.4263,-1.0778,0.7425,1.7915,0.1423,1.2935,1.6075,2.7948
E2F5,-1.411,-2.043,0.527,0.3655,-0.245,-0.3005,0.401,1.608,0.3665,0.27399999999999997,1.3085,-0.5565,0.47600000000000003,-0.9129999999999999,-0.135,-0.518,0.467,1.2205,0.2625,-0.0495,0.0455,-0.10300000000000001,-0.0025,-1.1405,-0.6545,-2.3209999999999997,-0.6225,-1.1065,0.92,0.0455,0.5045,-1.527,0.48,-1.018,-0.0745,-0.8079999999999999,-0.4175,-0.595,-0.799,-0.52,-0.5,-0.7795,-0.1725,0.3985,-3.117,-0.221,0.175,-0.875,-0.2805,0.10099999999999999,-1.1445,-0.4885,-0.7315,-0.6759999999999999,0.34,-0.7395,-1.0835,-0.6545
SMAD4,-0.200875,-0.844625,0.139125,-0.381875,-0.240625,-0.141375,-0.100875,-0.27775,-0.725125,-0.531375,0.100375,0.12425,-0.556,-0.51075,0.048125,0.4735,0.415,-0.36975,-1.488375,-0.74975,-0.769625,-0.053875,-0.495375,-0.320625,-0.844125,-0.9305,-0.988375,0.07125,-0.41325,0.254875,-0.204125,0.8445,-0.94625,-1.3745,-0.380875,-1.382875,0.0075,-0.277125,0.021375,0.343875,0.477625,0.031875,-0.543375,1.31925,-0.369125,0.20425,0.094125,-1.507875,-0.332,-0.105875,-0.35475,-1.4,-0.063875,-0.30025,-0.86575,-0.0455,-0.4325,0.04475
NUMBL,0.319,-0.4558333333333329,-0.1406667,-0.3626666666666671,0.008833333,-0.9558333000000001,-0.45466670000000003,-0.3431667,-0.5468333333,-0.8,0.4298333333,-0.22166666666666698,-0.08,-0.15766670000000002,-0.6095,-0.18616666666666698,-0.2375,-0.475,-0.30533330000000003,-0.6659999999999999,-0.814833333333333,-0.6756667,0.341166666666667,-0.3886667,-0.617333333333333,0.0505,-0.4748333333,-0.2195,0.135,-0.3456666667,-0.0405,-0.771166666666667,-0.730666666666667,0.159833333333333,0.3086667,-0.42583329999999997,-0.1,-0.42566670000000006,0.223,0.7051666999999999,-0.4105,-0.6833333333,0.4955,-0.5955,-0.5426666666666671,-0.679,0.24716666666666698,-0.6095,0.2728333333,-0.5495,-0.0846666667,0.08199999999999999,-0.0238333333333333,0.146833333333333,0.1831666667,0.14300000000000002,-0.4593333333333329,-0.564166666666667
CUL1,0.214875,-1.08,0.148625,-0.17975,-0.8345,-0.118875,0.008375,0.008,-0.621125,-0.647625,-0.49125,-0.592125,-0.3845,-0.619625,-0.110125,0.019375,-0.298875,-0.407625,-0.195375,-0.385375,0.2315,-0.603625,0.09875,-0.538625,-0.653875,-1.333375,-0.83075,-1.12775,0.013625,0.12525,-0.459875,-1.218125,-0.41975,-0.1785,-0.627125,-0.6865,-0.14325,-0.7095,-0.286375,-0.963875,-0.482625,-0.12525,-0.871625,-0.897625,-0.048625,-0.17775,-0.04,-0.282125,-0.0615,-0.590375,0.36975,-0.320625,-0.861,-0.093875,0.265,-0.231125,-0.902625,-0.447
PRKAA2,0.696166666666667,1.50066666666667,-2.505,-0.746833333333333,-0.7933333,-1.050833,-1.9721669999999998,-0.03433333,-0.44033333329999996,0.16699999999999998,-0.5811666667000001,-0.6915,-2.5248333333333304,-0.37233330000000003,-0.960333333333333,-0.12116666666666699,-2.1746666666666696,-1.09366666666667,-2.304667,4.44766666666667,-2.96716666666667,-2.025833,-1.287,1.470833,1.21216666666667,0.2483333,1.4021666667,-1.524667,0.0653333333333333,0.3978333333,0.3193333,-0.5313333333333329,-1.9486666666666699,-0.4216666666666671,-0.2861667,-1.442333,-0.9225,0.03566667,0.6536666666666671,0.3343333,1.8130000000000002,-0.9111666667,1.24433333333333,0.963666666666667,0.511666666666667,0.1736667,0.5123333333333329,2.25033333333333,-0.935,1.8163333333000002,1.9628333333,-1.2828333333,0.18733333333333302,0.143833333333333,0.6208333333,-0.24733333333333302,1.7025,-2.5833333333333304
BMPR2,1.0935,0.83325,1.4935,0.8389090909090909,1.132333,1.080583,0.866,0.8000833,1.27325,1.57627272727273,1.1915833332999999,1.5715,0.831166666666667,0.6099167,1.0835,0.807,0.939166666666667,0.12125,1.493083,0.6759999999999999,1.6171666666666697,1.035167,0.972666666666667,1.57425,1.6435,0.88675,0.8033333333,1.1755,0.725909090909091,1.3335,0.6649166999999999,0.3898333333333329,0.603916666666667,1.23075,1.607833,1.064417,1.53209090909091,1.68675,0.791583333333333,1.138,2.0215,1.0184166667,0.751909090909091,1.63566666666667,0.368,1.7249169999999998,1.24516666666667,0.669666666666667,0.1863333333,1.3040833333,1.7575,1.2535,0.0686666666666667,0.60325,1.0434166667,0.1175,1.7988333333333302,0.882090909090909
PIK3CA,0.10400000000000001,0.13175,0.732,0.363,0.522,-1.14275,-0.13975,0.32625,-0.20175,-0.4165,0.1455,-0.0445,0.0535,-0.18275,-0.1495,0.4885,0.5025,-0.00275,-0.862,-0.45375,-0.43675,-0.0175,0.28625,-0.1355,0.19325,-0.54725,-0.55475,-0.0895,0.011000000000000001,0.01125,-0.55775,0.79325,0.08125,0.56125,1.29775,-0.415,0.24675,-0.03825,-0.1205,-0.06325,-0.205,-0.1185,-0.2325,1.1285,1.1865,0.85875,0.03675,-0.284,0.21875,0.2985,-0.08325,0.0035,0.22075,0.22625,2.0675,0.06075,-0.37125,-0.26775
RAD54L,-1.23125,-1.92175,-1.74275,-2.024,-2.11,-1.3305,-1.10825,-2.26775,-2.273,-2.08925,-2.029,-2.52575,-1.29525,-2.03025,-2.3865,-1.26775,-2.11375,-1.8835,-1.9225,-1.706,-1.99375,-2.815,-1.84775,-2.82475,-1.9055,-2.30125,-1.14275,-2.2765,-2.5165,-2.73875,-1.5965,-2.3045,-1.579,-2.46625,-2.025,-2.2315,-2.68025,-2.73,-1.124,-2.09025,-2.10075,-1.81425,-2.095,-1.60225,-1.9305,-2.41925,-1.5155,-2.7735,-0.97725,-2.30325,-2.052,-2.2875,-0.6655,-1.4675,-1.0759999999999998,-1.9080000000000001,-1.96,-2.20725
HIF1A,0.868166666666667,-2.0073333333333303,-0.3966667,-1.27916666666667,0.3661667,-0.7641667,-0.9148333000000001,-0.9456667,-0.8606666667,0.1515,-0.7301666667,-0.9490000000000001,-0.826333333333333,-0.4865,-0.4818333333333329,-0.596666666666667,-1.33316666666667,-1.22616666666667,-0.4695,-0.4586666666666671,-1.161,-0.951,-1.70616666666667,-0.2471667,-2.108,-0.18083329999999997,-1.725,-0.5756667,0.00383333333333332,-0.6853333333,-0.4921667,0.0471666666666667,-0.831833333333333,-1.22983333333333,-0.7240000000000001,-1.098667,-0.3315,-0.6471667,-0.5223333333333329,-1.9736669999999998,-0.261,-1.2698333333,0.345333333333333,-0.4108333333333329,1.3453333333333302,-0.01333333,-0.6535,-0.40299999999999997,-0.8746666667,-0.8876666667,-0.0665,-0.9225,-0.2095,1.18466666666667,-0.30916666670000004,-1.4901666666666697,-0.003,-0.248
RELA,-0.0353333333333333,0.5208333333333329,-0.02333333,0.123333333333333,0.623,0.3711667,0.205,0.22733330000000002,0.7018333333,0.0911666666666667,-0.15483333330000001,0.562166666666667,0.8745,0.3438333,0.4431666666666671,0.5505,0.346833333333333,0.15916666666666698,0.5346666999999999,0.22833333333333303,-0.1065,0.3395,-0.15716666666666698,0.5423333,0.744666666666667,0.19166670000000002,0.31116666670000004,-0.01483333,-0.0575,0.1083333333,0.6173333000000001,-0.975666666666667,0.00699999999999999,0.5710000000000001,0.2185,0.387,0.3633333333333329,0.7046667,0.26733333333333303,0.6593333,-0.024,0.5378333332999999,0.47516666666666707,0.0848333333333333,0.500333333333333,-0.1775,0.541,0.5038333333333329,0.5413333333,1.301,0.43316666670000004,0.5576666667,0.15866666666666698,0.162666666666667,0.8833333333,0.0758333333333333,0.822833333333333,0.4893333333333329
NOG,-0.7045,-1.511,-2.0895,-1.2225,-1.1625,-1.9955,-2.5805,-1.4045,-1.7075,-1.8285,-1.8730000000000002,-1.756,-1.9265,-1.8525,-1.771,-1.9680000000000002,-1.7405,-1.588,-1.3205,-2.028,-2.021,-1.454,-1.3375,-1.91,-2.1115,-0.6905,-1.54,-1.7530000000000001,-1.5935,-1.8525,-1.057,-2.354,-1.5935,-0.821,-1.631,-1.4895,-2.1365,-0.9285,-1.8159999999999998,-1.5355,-1.765,-2.0335,-1.5519999999999998,-1.3319999999999999,-1.2945,-2.2085,-0.9520000000000001,-1.5465,-1.649,-1.4075,-1.415,-1.2075,-2.0645,-1.646,-1.104,-2.0485,-1.7309999999999999,-2.1295
ULK2,0.95825,1.736,1.78825,1.7575,2.7030000000000003,1.1265,1.38375,0.74625,0.83225,1.133,0.617,1.2115,1.726,0.051,1.587,0.93575,1.67,1.335,1.04625,0.61275,1.07175,1.33375,0.80275,1.433,1.89375,1.24525,0.1815,0.60825,1.12125,0.95525,0.9440000000000001,2.44775,0.60575,0.501,0.22225,0.54375,0.83175,1.766,0.48875,0.5855,1.729,1.56225,0.70275,1.699,0.59425,0.29475,1.7209999999999999,0.2715,1.91775,0.15675,0.113,0.16675,0.77,1.35575,0.9265,1.2645,0.41275,1.4145
WNT4,1.138125,2.542,3.15775,0.97325,4.524125,3.09175,3.75875,0.995375,2.23525,1.22775,4.151625,2.741,2.228375,3.8960000000000004,0.37825,1.314625,2.265375,4.269875,2.514875,1.687125,4.044375,2.98125,1.22725,1.8605,2.3685,2.12225,2.530875,2.323625,0.8685,3.062625,0.608125,0.180125,4.52075,3.0015,2.251,1.753875,0.690375,4.137625,0.784375,1.49825,3.584125,2.17425,2.950875,1.694875,0.603,2.339125,2.738,1.24675,2.294375,1.217375,1.618375,2.490125,0.93325,2.400625,0.62275,4.018375,2.27575,1.568
WNT9B,0.062,0.357875,0.0675,0.47771428571428604,0.14325,0.319875,0.28175,-0.124875,-0.098125,-0.225285714285714,0.375,0.1155,0.400875,0.365625,0.308875,0.068125,0.386375,-0.318625,0.21075,0.388875,0.727375,0.139875,0.191875,-0.068375,0.3065,-0.239125,0.152,0.126375,0.037125,0.217875,0.289375,0.092375,0.495375,0.022000000000000002,0.18725,0.12925,0.004625,0.211625,0.184375,-0.115375,0.176875,0.134,0.08900000000000001,0.1085,0.09375,0.193,0.274875,0.455,0.010875,0.150375,0.339375,0.098375,0.20925,0.067875,0.087875,0.37325,0.110375,0.0145
SSBP1,-0.21616666666666698,-1.39366666666667,-1.0615,-0.46383333333333293,-1.132167,-0.7311667,-0.6515,-1.0285,-0.3635,-0.6808333333333341,-0.5943333332999999,-1.6693333333333302,-0.3355,-0.8681667,-0.3708333333333329,-0.6558333333333329,-0.932333333333333,-0.765,-1.302833,-0.319,-0.212333333333333,-0.4368333,-0.914166666666667,-0.365,-1.0405,-0.3468333,0.4795,-1.3705,-1.5606666666666698,-1.1338333333,-0.42566670000000006,-1.01033333333333,-0.3921666666666671,-0.4875,-0.5638333000000001,-0.2768333,-0.883166666666667,-1.106667,-0.4515,-1.023667,-0.15616670000000002,-0.8813333333,-1.6771666666666698,-0.2065,-0.0935,-0.16033329999999998,-1.12466666666667,-0.4436666666666671,-0.22983333329999997,-1.7156666666999998,-0.4588333333,-0.7178333333,-0.8995,-0.75,-0.8111666667,-0.4186666666666671,-0.256833333333333,-0.23583333333333303
